Invoice Number,Date,Time,Internal Toy ID Number,Toy Item Number,Toy Company,Toy Name,Suggested Age,Price Per Toy,Units Sold,Total Line Revenue,Total COGS,Payment,Cashier ID,Member?,Coupon?,Purchaser Age,Parking Validation?
667932,12/21/2011,14:26,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Discover,W.C.|880-4861,No,No,35,No
667932,12/21/2011,14:26,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Discover,W.C.|880-4861,No,No,35,No
667953,12/21/2011,12:27,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Discover,A.U.|880-2167,No,No,50,No
667993,12/22/2011,10:07,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Cash,Y.P.|880-6894,No,No,39,No
667995,12/22/2011,12:19,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Gift Card,U.O.|880-3720,No,No,43,No
668018,12/22/2011,15:47,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,V.W.|880-4523,No,No,68,No
668018,12/22/2011,15:47,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Visa,V.W.|880-4523,No,No,68,No
668052,12/22/2011,15:36,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Discover,Z.Q.|880-4240,Yes,No,21,No
668052,12/22/2011,15:36,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Discover,Z.Q.|880-4240,Yes,No,21,No
668095,12/23/2011,12:54,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Cash,D.Z.|880-1179,No,No,32,No
668095,12/23/2011,12:54,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Cash,D.Z.|880-1179,No,No,32,No
668130,12/23/2011,13:53,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,U.O.|880-3720,No,No,39,No
668145,12/23/2011,13:56,L210/CS,210,Lego,Cowboys with Horses,6 and up,$9.45 ,4,$37.80 ,$18.52 ,Check,B.B.|880-9330,No,No,41,No
668156,12/23/2011,19:21,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,3,$29.85 ,$15.51 ,Mastercard,U.O.|880-3720,No,No,45,No
668184,12/23/2011,8:19,L217/SN,255,Duplo,Farming Scene,7 and up,$24.95 ,1,$24.95 ,$16.22 ,Visa,A.U.|880-2167,No,No,36,No
668207,12/24/2011,11:00,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Discover,P.N.|880-3021,No,No,30,No
668216,12/24/2011,15:58,L196/AR,196,Lego,Antique Car,8 and up,$7.95 ,1,$7.95 ,$4.45 ,Visa,P.N.|880-3021,No,No,34,No
668232,12/24/2011,14:10,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,L.W.|880-4986,No,No,31,No
668232,12/24/2011,14:10,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,L.W.|880-4986,No,No,31,No
668232,12/24/2011,14:10,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,L.W.|880-4986,No,No,31,No
668261,12/25/2011,14:12,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Cash,B.X.|880-9149,No,No,34,No
668261,12/25/2011,14:12,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,B.X.|880-9149,No,No,34,No
668293,12/25/2011,14:41,D199/SR,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,Z.T.|880-7477,No,No,44,No
668305,12/25/2011,11:47,L212/SD,212,Lego,Scooter and Stand,6 and up,$4.95 ,1,$4.95 ,$2.23 ,Visa,A.U.|880-2167,No,No,28,No
668326,12/25/2011,19:46,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,S.Y.|880-3139,Yes,Yes,34,No
668376,1/2/2012,20:10,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Visa,S.V.|880-5987,No,No,37,No
668384,1/2/2012,9:32,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Visa,C.X.|880-3590,No,No,27,No
668384,1/2/2012,9:32,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,4,$23.80 ,$12.36 ,Visa,C.X.|880-3590,No,No,27,No
668391,1/8/2012,13:18,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Mastercard,W.B.|880-9647,No,No,29,No
668431,1/13/2012,12:46,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,5,$29.75 ,$15.45 ,Cash,D.S.|880-7532,No,No,32,Yes
668451,1/19/2012,18:06,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,L.C.|880-6872,No,No,41,No
668451,1/19/2012,18:06,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,L.C.|880-6872,No,No,41,No
668489,1/21/2012,15:27,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,D.U.|880-2953,No,No,36,No
668499,1/29/2012,14:21,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,Z.T.|880-7477,Yes,No,33,No
668499,1/29/2012,14:21,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,Z.T.|880-7477,Yes,No,33,No
668546,2/12/2012,9:36,L217/SN,255,Duplo,Farming Scene,7 and up,$24.95 ,2,$49.90 ,$32.44 ,Discover,V.W.|880-4523,No,No,33,No
668564,2/13/2012,17:55,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Discover,Y.P.|880-6894,No,No,35,No
668585,2/14/2012,18:39,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,3,$29.85 ,$13.44 ,Gift Card,Y.P.|880-6894,No,No,39,Yes
668585,2/14/2012,18:39,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Gift Card,Y.P.|880-6894,No,No,39,Yes
668615,3/3/2012,12:16,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,S.Y.|880-3139,No,No,35,No
668615,3/3/2012,12:16,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,S.Y.|880-3139,No,No,35,No
668653,3/16/2012,16:55,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Mastercard,H.B.|880-3254,No,No,40,No
668653,3/16/2012,16:55,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,H.B.|880-3254,No,No,40,No
668653,3/16/2012,16:55,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Mastercard,H.B.|880-3254,No,No,40,No
668660,3/24/2012,20:19,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Cash,C.X.|880-3590,No,No,61,No
668681,4/3/2012,14:31,L252/LR,255,Duplo,Farming Scene,7 and up,$24.95 ,1,$24.95 ,$16.22 ,Visa,W.B.|880-9647,No,No,32,No
668691,4/10/2012,20:49,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,S.Y.|880-3139,Yes,No,59,Yes
668692,4/12/2012,20:51,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Check,A.U.|880-2167,No,No,37,Yes
668692,4/12/2012,20:51,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Check,A.U.|880-2167,No,No,37,Yes
668708,4/21/2012,20:20,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,D.U.|880-2953,No,No,70,No
668714,4/22/2012,11:37,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Cash,N.W.|880-6237,No,No,23,No
668743,4/23/2012,10:40,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,Y.P.|880-6894,No,No,35,No
668752,4/23/2012,17:21,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Discover,D.Z.|880-1179,No,No,41,No
668752,4/23/2012,17:21,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Discover,D.Z.|880-1179,No,No,41,No
668801,5/13/2012,15:10,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Visa,D.U.|880-2953,No,No,27,No
668804,5/19/2012,12:32,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Visa,S.Y.|880-3139,No,No,29,No
668804,5/19/2012,12:32,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,3,$17.85 ,$9.27 ,Visa,S.Y.|880-3139,No,No,29,No
668829,5/24/2012,13:25,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,B.X.|880-9149,No,No,34,No
668848,6/8/2012,9:46,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,A.U.|880-2167,No,No,42,No
668883,6/9/2012,11:39,L194/FY,194,Lego,Family,4 and up,$14.95 ,2,$29.90 ,$16.74 ,Gift Card,V.W.|880-8599,No,No,38,No
668903,6/9/2012,8:28,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,L.W.|880-4986,No,Yes,21,No
668943,6/11/2012,10:28,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,N.C.|880-3850,No,No,35,No
668982,6/12/2012,15:45,L252/LR,255,Duplo,Farming Scene,7 and up,$24.95 ,1,$24.95 ,$16.22 ,Visa,A.U.|880-2167,No,No,47,Yes
668997,6/23/2012,15:00,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Visa,S.V.|880-5987,No,No,33,No
669021,6/23/2012,17:43,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,3,$29.85 ,$15.51 ,Mastercard,B.X.|880-9149,Yes,No,35,No
669042,6/25/2012,13:12,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Mastercard,D.U.|880-2953,No,No,59,No
669080,7/2/2012,16:00,D199/SR,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,N.C.|880-3850,No,No,37,Yes
669090,7/2/2012,16:20,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,P.N.|880-3021,No,Yes,31,No
669121,8/5/2012,15:28,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,4,$39.80 ,$17.92 ,Check,W.C.|880-4861,No,No,50,No
669126,8/14/2012,15:18,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,S.Y.|880-3139,No,No,42,No
669126,8/14/2012,15:18,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,S.Y.|880-3139,No,No,42,No
669138,9/4/2012,15:18,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Cash,S.Y.|880-3139,No,No,36,Yes
669163,9/6/2012,13:15,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Check,D.W.|880-7199,Yes,No,39,Yes
669163,9/6/2012,13:15,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,5,$49.75 ,$25.85 ,Check,D.W.|880-7199,Yes,No,39,Yes
669181,9/9/2012,17:49,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,W.C.|880-4861,No,No,46,No
669197,9/10/2012,16:52,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,A.U.|880-2167,No,No,39,No
669197,9/10/2012,16:52,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,A.U.|880-2167,No,No,39,No
669198,9/18/2012,12:08,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,4,$39.80 ,$17.92 ,Gift Card,Z.T.|880-7477,No,No,34,No
669198,9/18/2012,12:08,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Gift Card,Z.T.|880-7477,No,No,34,No
669208,9/28/2012,14:22,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,D.W.|880-7199,No,No,30,No
669238,10/7/2012,12:24,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Gift Card,V.W.|880-8599,No,No,36,No
669260,10/9/2012,12:06,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Gift Card,W.B.|880-9647,Yes,No,20,No
669260,10/9/2012,12:06,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Gift Card,W.B.|880-9647,Yes,No,20,No
669277,10/16/2012,13:38,L194/FY,194,Lego,Family,4 and up,$14.95 ,1,$14.95 ,$8.37 ,Cash,D.U.|880-2953,No,No,23,No
669306,10/16/2012,16:23,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Cash,B.Y.|880-6845,No,No,45,No
669318,10/16/2012,16:13,L194/FY,194,Lego,Family,4 and up,$14.95 ,1,$14.95 ,$8.37 ,Visa,D.S.|880-7532,No,Yes,29,Yes
669320,10/22/2012,16:08,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,H.B.|880-3254,No,No,24,No
669353,10/22/2012,14:39,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Mastercard,D.U.|880-2953,No,No,60,No
669400,10/22/2012,13:42,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Gift Card,H.B.|880-3254,No,No,36,No
669400,10/22/2012,13:42,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Gift Card,H.B.|880-3254,No,No,36,No
669401,10/30/2012,16:02,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,N.W.|880-6237,No,Yes,44,No
669401,10/30/2012,16:02,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,N.W.|880-6237,No,Yes,44,No
669451,11/1/2012,20:07,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Cash,U.W.|880-9683,No,No,29,No
669469,11/1/2012,12:52,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Cash,B.B.|880-9330,No,No,36,No
669482,11/1/2012,11:05,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,L.W.|880-4986,No,No,37,No
669482,11/1/2012,11:05,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,L.W.|880-4986,No,No,37,No
669529,11/2/2012,11:18,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,Y.P.|880-6894,No,No,30,No
669560,11/3/2012,12:12,L197/FS,199,Duplo,Scooter,4 and up,$4.95 ,1,$4.95 ,$2.52 ,Visa,L.C.|880-6872,No,No,21,No
669602,11/4/2012,19:37,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Check,U.W.|880-9683,No,No,74,No
669617,11/4/2012,10:26,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Mastercard,C.X.|880-3590,No,No,32,No
669649,11/4/2012,12:35,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,D.W.|880-7199,No,No,24,No
669652,11/4/2012,11:37,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Cash,V.W.|880-8599,No,No,34,No
669659,11/4/2012,14:15,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,Y.P.|880-6894,No,No,35,Yes
669698,11/5/2012,13:49,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Visa,D.Z.|880-1179,No,No,56,No
669703,11/5/2012,14:51,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Visa,W.C.|880-4861,No,No,27,No
669722,11/5/2012,16:54,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,Z.Q.|880-4240,No,No,35,No
669722,11/5/2012,16:54,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,Z.Q.|880-4240,No,No,35,No
669764,11/6/2012,16:21,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,N.W.|880-6237,No,No,39,No
669764,11/6/2012,16:21,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,N.W.|880-6237,No,No,39,No
669783,11/6/2012,18:03,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,H.B.|880-3254,No,No,40,No
669804,11/6/2012,12:00,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,N.C.|880-3850,No,No,48,No
669805,11/6/2012,9:12,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,3,$17.85 ,$9.27 ,Mastercard,N.C.|880-3850,No,No,30,Yes
669813,11/6/2012,12:17,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Cash,D.Z.|880-1179,No,Yes,38,No
669813,11/6/2012,12:17,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Cash,D.Z.|880-1179,No,Yes,38,No
669819,11/6/2012,14:50,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Visa,S.Y.|880-3139,Yes,Yes,27,No
669860,11/6/2012,17:30,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Discover,D.W.|880-7199,No,No,31,No
669905,11/6/2012,14:43,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,V.W.|880-8599,No,No,39,No
669905,11/6/2012,14:43,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Cash,V.W.|880-8599,No,No,39,No
669931,11/7/2012,9:34,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,4,$39.80 ,$17.92 ,Visa,S.Y.|880-3139,No,No,44,Yes
669981,11/7/2012,13:27,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Visa,Y.P.|880-6894,No,No,27,No
670014,11/7/2012,14:53,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Cash,B.X.|880-9149,No,No,42,No
670015,11/7/2012,12:56,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Mastercard,D.Z.|880-1179,Yes,No,41,No
670038,11/7/2012,16:05,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Mastercard,W.C.|880-4861,No,Yes,31,Yes
670081,11/8/2012,12:10,L330/GN,330,Lego,Gas Station,8 and up,$32.95 ,1,$32.95 ,$19.11 ,Cash,S.Y.|880-3139,No,No,59,Yes
670120,11/8/2012,16:49,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Mastercard,S.V.|880-5987,No,No,37,No
670143,11/8/2012,13:21,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Cash,S.Y.|880-3139,No,No,30,No
670166,11/8/2012,19:22,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Cash,S.V.|880-5987,No,No,31,No
670166,11/8/2012,19:22,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,S.V.|880-5987,No,No,31,No
670172,11/8/2012,11:02,D198/LX,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Cash,L.W.|880-4986,No,No,21,No
670172,11/8/2012,11:02,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,L.W.|880-4986,No,No,21,No
670207,11/9/2012,16:27,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,5,$49.75 ,$22.40 ,Mastercard,D.S.|880-7532,Yes,No,38,Yes
670207,11/9/2012,16:27,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Mastercard,D.S.|880-7532,Yes,No,38,Yes
670245,11/9/2012,12:06,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,4,$23.80 ,$12.36 ,Mastercard,P.N.|880-3021,No,No,33,Yes
670275,11/10/2012,12:30,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,B.B.|880-9330,No,No,33,No
670311,11/10/2012,14:13,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Cash,N.W.|880-6237,Yes,No,68,No
670311,11/10/2012,14:13,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,N.W.|880-6237,Yes,No,68,No
670358,11/10/2012,14:07,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,S.V.|880-5987,No,No,47,No
670364,11/10/2012,17:38,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Cash,Z.T.|880-7477,No,No,29,Yes
670394,11/10/2012,16:19,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,D.S.|880-7532,No,No,36,No
670398,11/10/2012,13:16,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Cash,B.X.|880-9149,No,No,30,No
670436,11/11/2012,15:13,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,V.W.|880-8599,No,Yes,49,No
670473,11/11/2012,8:42,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,D.S.|880-7532,No,No,12,Yes
670487,11/11/2012,17:22,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,N.W.|880-6237,No,No,65,No
670529,11/12/2012,11:15,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Mastercard,N.C.|880-3850,No,No,34,No
670575,11/12/2012,8:40,L196/AR,196,Lego,Antique Car,8 and up,$7.95 ,1,$7.95 ,$4.45 ,Gift Card,B.X.|880-9149,No,No,29,No
670601,11/12/2012,13:06,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Visa,W.B.|880-9647,No,No,40,No
670634,11/12/2012,13:21,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,L.W.|880-4986,No,No,36,No
670682,11/12/2012,14:21,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Visa,Y.P.|880-6894,No,No,47,No
670688,11/13/2012,15:36,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,S.Y.|880-3139,Yes,No,33,Yes
670716,11/13/2012,8:01,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Visa,N.W.|880-6237,No,Yes,37,No
670723,11/13/2012,21:00,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Visa,U.W.|880-9683,No,No,11,No
670735,11/13/2012,19:02,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Visa,D.U.|880-2953,No,Yes,35,No
670743,11/14/2012,14:39,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Visa,Y.P.|880-6894,Yes,No,34,No
670790,11/15/2012,12:21,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,3,$29.85 ,$15.51 ,Cash,D.S.|880-7532,No,No,37,Yes
670827,11/15/2012,18:52,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Mastercard,L.C.|880-6872,No,Yes,40,No
670870,11/15/2012,20:03,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Visa,V.W.|880-4523,No,No,27,No
670918,11/15/2012,15:52,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Discover,N.C.|880-3850,No,No,33,Yes
670953,11/16/2012,11:22,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Cash,W.B.|880-9647,No,No,17,No
670977,11/16/2012,13:22,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,W.B.|880-9647,No,No,53,No
670980,11/16/2012,12:52,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Check,D.S.|880-7532,Yes,Yes,30,No
670980,11/16/2012,12:52,L196/AR,196,Lego,Antique Car,8 and up,$7.95 ,1,$7.95 ,$4.45 ,Check,D.S.|880-7532,Yes,Yes,30,No
670991,11/16/2012,20:13,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Cash,B.B.|880-9330,No,No,37,Yes
671036,11/16/2012,11:39,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,D.U.|880-2953,No,No,31,Yes
